SO43750,592,76,3578,1,3578,2011-01-11,2011-01-18,2011-01-23
SO43751,593,78,3578,1,3578,2011-01-11,2011-01-18,2011-01-23
SO43752,2266,76,3578,1,3578,2011-01-11,2011-01-18,2011-01-23
SO43753,5483,80,3578,1,3578,2011-01-11,2011-01-18,2011-01-23
SO43754,16618,77,3578,1,3578,2011-01-12,2011-01-19,2011-01-24
SO43755,16671,76,3578,1,3578,2011-01-12,2011-01-19,2011-01-24
SO43756,8942,45,699,1,699,2011-01-12,2011-01-19,2011-01-24
SO43757,18,32,3375,1,3375,2011-01-12,2011-01-19,2011-01-24
SO43758,16647,80,3578,1,3578,2011-01-13,2011-01-20,2011-01-25
SO43759,2258,80,3578,1,3578,2011-01-13,2011-01-20,2011-01-25
SO43760,5353,79,3578,1,3578,2011-01-13,2011-01-20,2011-01-25
SO43761,5494,80,3578,1,3578,2011-01-13,2011-01-20,2011-01-25
SO43762,16579,79,3578,1,3578,2011-01-14,2011-01-21,2011-01-26
SO43763,5526,78,3578,1,3578,2011-01-14,2011-01-21,2011-01-26
SO43764,5613,80,3578,1,3578,2011-01-14,2011-01-21,2011-01-26
SO43765,11,36,3400,1,3400,2011-01-14,2011-01-21,2011-01-26
SO43766,5519,78,3578,1,3578,2011-01-15,2011-01-22,2011-01-27
SO43767,2,32,3375,1,3375,2011-01-15,2011-01-22,2011-01-27
SO43768,16650,77,3578,1,3578,2011-01-16,2011-01-23,2011-01-28
SO43769,10660,77,3578,1,3578,2011-01-16,2011-01-23,2011-01-28
SO43770,16615,77,3578,1,3578,2011-01-16,2011-01-23,2011-01-28
SO43771,3560,50,699,1,699,2011-01-16,2011-01-23,2011-01-28
SO43772,5525,77,3578,1,3578,2011-01-16,2011-01-23,2011-01-28
SO43773,5527,79,3578,1,3578,2011-01-16,2011-01-23,2011-01-28
SO43774,5349,78,3578,1,3578,2011-01-16,2011-01-23,2011-01-28
SO43775,28,37,3400,1,3400,2011-01-16,2011-01-23,2011-01-28
SO43776,2261,79,3578,1,3578,2011-01-17,2011-01-24,2011-01-29
SO43777,5516,76,3578,1,3578,2011-01-17,2011-01-24,2011-01-29
SO43778,19,35,3400,1,3400,2011-01-17,2011-01-24,2011-01-29
SO43779,14253,48,699,1,699,2011-01-17,2011-01-24,2011-01-29
SO43780,600,76,3578,1,3578,2011-01-18,2011-01-25,2011-01-30
SO43781,5496,77,3578,1,3578,2011-01-18,2011-01-25,2011-01-30
SO43782,5517,77,3578,1,3578,2011-01-18,2011-01-25,2011-01-30
SO43783,5621,77,3578,1,3578,2011-01-18,2011-01-25,2011-01-30
SO43784,16668,80,3578,1,3578,2011-01-19,2011-01-26,2011-01-31
SO43785,602,76,3578,1,3578,2011-01-19,2011-01-26,2011-01-31
SO43786,608,76,3578,1,3578,2011-01-19,2011-01-26,2011-01-31
SO43787,18386,34,3400,1,3400,2011-01-19,2011-01-26,2011-01-31
SO43788,240,33,3375,1,3375,2011-01-19,2011-01-26,2011-01-31
SO43789,14866,33,3375,1,3375,2011-01-19,2011-01-26,2011-01-31
SO43790,14858,34,3400,1,3400,2011-01-19,2011-01-26,2011-01-31
SO43791,5485,79,3578,1,3578,2011-01-19,2011-01-26,2011-01-31
SO43792,5624,77,3578,1,3578,2011-01-19,2011-01-26,2011-01-31
SO43793,1,34,3400,1,3400,2011-01-19,2011-01-26,2011-01-31
SO43794,30,37,3400,1,3400,2011-01-19,2011-01-26,2011-01-31
SO43795,16616,77,3578,1,3578,2011-01-20,2011-01-27,2011-02-01
SO43796,6957,44,699,1,699,2011-01-20,2011-01-27,2011-02-01
SO43797,5346,77,3578,1,3578,2011-01-20,2011-01-27,2011-02-01
SO43798,5522,80,3578,1,3578,2011-01-20,2011-01-27,2011-02-01
SO43799,5637,77,3578,1,3578,2011-01-20,2011-01-27,2011-02-01
SO43800,10711,76,3578,1,3578,2011-01-21,2011-01-28,2011-02-02
SO43801,2584,76,3578,1,3578,2011-01-21,2011-01-28,2011-02-02
SO43802,594,77,3578,1,3578,2011-01-21,2011-01-28,2011-02-02
SO43803,10742,79,3578,1,3578,2011-01-22,2011-01-29,2011-02-03
SO43804,2586,80,3578,1,3578,2011-01-22,2011-01-29,2011-02-03
SO43805,3511,49,699,1,699,2011-01-22,2011-01-29,2011-02-03
SO43806,5524,77,3578,1,3578,2011-01-22,2011-01-29,2011-02-03
SO43807,612,77,3578,1,3578,2011-01-23,2011-01-30,2011-02-04
SO43808,2260,78,3578,1,3578,2011-01-23,2011-01-30,2011-02-04
SO43809,5351,80,3578,1,3578,2011-01-23,2011-01-30,2011-02-04
SO43810,5,35,3400,1,3400,2011-01-23,2011-01-30,2011-02-04
SO43811,27,36,3400,1,3400,2011-01-23,2011-01-30,2011-02-04
SO43812,16663,77,3578,1,3578,2011-01-24,2011-01-31,2011-02-05
SO43813,17391,32,3375,1,3375,2011-01-24,2011-01-31,2011-02-05
SO43814,14867,32,3375,1,3375,2011-01-24,2011-01-31,2011-02-05
SO43815,5495,76,3578,1,3578,2011-01-24,2011-01-31,2011-02-05
SO43816,5497,79,3578,1,3578,2011-01-24,2011-01-31,2011-02-05
SO43817,5520,80,3578,1,3578,2011-01-24,2011-01-31,2011-02-05
SO43818,5529,77,3578,1,3578,2011-01-24,2011-01-31,2011-02-05
SO43819,7,36,3400,1,3400,2011-01-24,2011-01-31,2011-02-05
SO43820,16652,77,3578,1,3578,2011-01-25,2011-02-01,2011-02-06
SO43821,16664,80,3578,1,3578,2011-01-25,2011-02-01,2011-02-06
SO43822,16670,78,3578,1,3578,2011-01-25,2011-02-01,2011-02-06
SO43823,8943,44,699,1,699,2011-01-25,2011-02-01,2011-02-06
SO43824,3559,42,699,1,699,2011-01-25,2011-02-01,2011-02-06
SO43825,5350,78,3578,1,3578,2011-01-25,2011-02-01,2011-02-06
SO43826,9,30,3375,1,3375,2011-01-25,2011-02-01,2011-02-06
SO43827,14251,42,699,1,699,2011-01-25,2011-02-01,2011-02-06
SO43828,16606,80,3578,1,3578,2011-01-26,2011-02-02,2011-02-07
SO43829,16612,80,3578,1,3578,2011-01-26,2011-02-02,2011-02-07
SO43830,5348,76,3578,1,3578,2011-01-26,2011-02-02,2011-02-07
SO43831,29,31,3375,1,3375,2011-01-26,2011-02-02,2011-02-07
SO43832,2585,80,3578,1,3578,2011-01-26,2011-02-02,2011-02-07
SO43833,10728,80,3578,1,3578,2011-01-27,2011-02-03,2011-02-08
SO43834,17394,30,3375,1,3375,2011-01-27,2011-02-03,2011-02-08
SO43835,8803,30,3375,1,3375,2011-01-27,2011-02-03,2011-02-08
SO43836,15621,53,699,1,699,2011-01-27,2011-02-03,2011-02-08
SO43837,10,32,3375,1,3375,2011-01-27,2011-02-03,2011-02-08
SO43838,16642,78,3578,1,3578,2011-01-28,2011-02-04,2011-02-09
SO43839,16674,76,3578,1,3578,2011-01-28,2011-02-04,2011-02-09
SO43840,6958,48,699,1,699,2011-01-28,2011-02-04,2011-02-09
SO43841,2407,79,3578,1,3578,2011-01-28,2011-02-04,2011-02-09
SO43842,5631,77,3578,1,3578,2011-01-28,2011-02-04,2011-02-09
SO43918,11042,78,3578,1,3578,2011-01-29,2011-02-05,2011-02-10
SO43919,1125,79,3578,1,3578,2011-01-29,2011-02-05,2011-02-10
SO43920,17067,78,3578,1,3578,2011-01-29,2011-02-05,2011-02-10
SO43921,5744,78,3578,1,3578,2011-01-29,2011-02-05,2011-02-10
SO43922,2547,80,3578,1,3578,2011-01-29,2011-02-05,2011-02-10
SO43923,17019,77,3578,1,3578,2011-01-30,2011-02-06,2011-02-11
SO43924,1133,80,3578,1,3578,2011-01-30,2011-02-06,2011-02-11
SO43925,5662,79,3578,1,3578,2011-01-30,2011-02-06,2011-02-11
SO43926,56,33,3375,1,3375,2011-01-31,2011-02-07,2011-02-12
SO43927,5663,79,3578,1,3578,2011-01-31,2011-02-07,2011-02-12
SO43928,5741,78,3578,1,3578,2011-01-31,2011-02-07,2011-02-12
SO43929,14271,52,699,1,699,2011-01-31,2011-02-07,2011-02-12
SO43930,17039,77,3578,1,3578,2011-02-01,2011-02-08,2011-02-13
SO43931,2549,78,3578,1,3578,2011-02-01,2011-02-08,2011-02-13
SO43932,5742,79,3578,1,3578,2011-02-01,2011-02-08,2011-02-13
SO43933,32,37,3400,1,3400,2011-02-01,2011-02-08,2011-02-13
SO43934,35,36,3400,1,3400,2011-02-01,2011-02-08,2011-02-13
SO43935,9049,46,699,1,699,2011-02-02,2011-02-09,2011-02-14
SO43936,17066,76,3578,1,3578,2011-02-02,2011-02-09,2011-02-14
SO43937,6048,77,3578,1,3578,2011-02-02,2011-02-09,2011-02-14
SO43938,5687,80,3578,1,3578,2011-02-02,2011-02-09,2011-02-14
SO43939,5660,77,3578,1,3578,2011-02-02,2011-02-09,2011-02-14
SO43940,14295,47,699,1,699,2011-02-02,2011-02-09,2011-02-14
SO43941,2601,79,3578,1,3578,2011-02-03,2011-02-10,2011-02-15
SO43942,6052,80,3578,1,3578,2011-02-03,2011-02-10,2011-02-15
SO43943,3566,42,699,1,699,2011-02-03,2011-02-10,2011-02-15
SO43944,55,34,3400,1,3400,2011-02-03,2011-02-10,2011-02-15
SO43945,5676,80,3578,1,3578,2011-02-03,2011-02-10,2011-02-15
SO43946,5688,78,3578,1,3578,2011-02-03,2011-02-10,2011-02-15
SO43947,5713,80,3578,1,3578,2011-02-03,2011-02-10,2011-02-15
SO43948,48,35,3400,1,3400,2011-02-03,2011-02-10,2011-02-15
SO43949,16727,80,3578,1,3578,2011-02-04,2011-02-11,2011-02-16
SO43950,17015,76,3578,1,3578,2011-02-04,2011-02-11,2011-02-16
SO43951,5697,76,3578,1,3578,2011-02-04,2011-02-11,2011-02-16
SO43952,5640,77,3578,1,3578,2011-02-04,2011-02-11,2011-02-16
SO43953,9050,44,699,1,699,2011-02-05,2011-02-12,2011-02-17
SO43954,2603,76,3578,1,3578,2011-02-05,2011-02-12,2011-02-17
SO43955,2662,79,3578,1,3578,2011-02-05,2011-02-12,2011-02-17
SO43956,31,34,3400,1,3400,2011-02-05,2011-02-12,2011-02-17
SO43957,17069,78,3578,1,3578,2011-02-06,2011-02-13,2011-02-18
SO43958,5659,77,3578,1,3578,2011-02-06,2011-02-13,2011-02-18
SO43959,36,30,3375,1,3375,2011-02-06,2011-02-13,2011-02-18
SO43960,47,31,3375,1,3375,2011-02-06,2011-02-13,2011-02-18
SO43961,17032,76,3578,1,3578,2011-02-07,2011-02-14,2011-02-19
SO43962,17077,77,3578,1,3578,2011-02-07,2011-02-14,2011-02-19
SO43963,5686,79,3578,1,3578,2011-02-07,2011-02-14,2011-02-19
SO43964,5746,77,3578,1,3578,2011-02-07,2011-02-14,2011-02-19
SO43965,39,33,3375,1,3375,2011-02-07,2011-02-14,2011-02-19
SO43966,40,37,3400,1,3400,2011-02-07,2011-02-14,2011-02-19
SO43967,17041,78,3578,1,3578,2011-02-08,2011-02-15,2011-02-20
SO43968,17068,78,3578,1,3578,2011-02-08,2011-02-15,2011-02-20
SO43969,17072,80,3578,1,3578,2011-02-08,2011-02-15,2011-02-20
SO43970,5685,76,3578,1,3578,2011-02-08,2011-02-15,2011-02-20
SO43971,5658,79,3578,1,3578,2011-02-08,2011-02-15,2011-02-20
SO43972,10940,79,3578,1,3578,2011-02-09,2011-02-16,2011-02-21
SO43973,17040,77,3578,1,3578,2011-02-09,2011-02-16,2011-02-21
SO43974,2688,77,3578,1,3578,2011-02-09,2011-02-16,2011-02-21
SO43975,2541,77,3578,1,3578,2011-02-09,2011-02-16,2011-02-21
SO43976,17064,80,3578,1,3578,2011-02-09,2011-02-16,2011-02-21
SO43977,5704,77,3578,1,3578,2011-02-09,2011-02-16,2011-02-21
SO43978,17031,80,3578,1,3578,2011-02-10,2011-02-17,2011-02-22
SO43979,3577,52,699,1,699,2011-02-10,2011-02-17,2011-02-22
SO43980,49,33,3375,1,3375,2011-02-10,2011-02-17,2011-02-22
SO43981,5665,79,3578,1,3578,2011-02-10,2011-02-17,2011-02-22
SO43982,14272,44,699,1,699,2011-02-10,2011-02-17,2011-02-22
SO43983,17018,79,3578,1,3578,2011-02-11,2011-02-18,2011-02-23
SO43984,2546,76,3578,1,3578,2011-02-11,2011-02-18,2011-02-23
SO43985,2516,78,3578,1,3578,2011-02-11,2011-02-18,2011-02-23
SO43986,17071,80,3578,1,3578,2011-02-11,2011-02-18,2011-02-23
SO43987,17043,80,3578,1,3578,2011-02-12,2011-02-19,2011-02-24
SO43988,245,34,3400,1,3400,2011-02-12,2011-02-19,2011-02-24
SO43989,17084,77,3578,1,3578,2011-02-12,2011-02-19,2011-02-24
SO43990,14873,34,3400,1,3400,2011-02-12,2011-02-19,2011-02-24
SO43991,5661,80,3578,1,3578,2011-02-12,2011-02-19,2011-02-24
SO43992,5639,76,3578,1,3578,2011-02-12,2011-02-19,2011-02-24
SO43993,5930,79,3578,1,3578,2011-02-14,2011-02-21,2011-02-26
SO43994,16682,79,3578,1,3578,2011-02-15,2011-02-22,2011-02-27
SO43995,10814,77,3578,1,3578,2011-02-15,2011-02-22,2011-02-27
SO43996,16921,80,3578,1,3578,2011-02-15,2011-02-22,2011-02-27
SO43997,17023,80,3578,1,3578,2011-02-15,2011-02-22,2011-02-27
SO43998,34,30,3375,1,3375,2011-02-15,2011-02-22,2011-02-27
SO43999,17048,76,3578,1,3578,2011-02-15,2011-02-22,2011-02-27
SO44000,16919,76,3578,1,3578,2011-02-16,2011-02-23,2011-02-28
SO44001,17045,78,3578,1,3578,2011-02-16,2011-02-23,2011-02-28
SO44002,3573,47,699,1,699,2011-02-16,2011-02-23,2011-02-28
SO44003,8326,44,699,1,699,2011-02-16,2011-02-23,2011-02-28
SO44004,17062,80,3578,1,3578,2011-02-16,2011-02-23,2011-02-28
SO44005,15630,46,699,1,699,2011-02-16,2011-02-23,2011-02-28
SO44006,5745,80,3578,1,3578,2011-02-16,2011-02-23,2011-02-28
SO44007,14556,51,699,1,699,2011-02-16,2011-02-23,2011-02-28
SO44008,16679,77,3578,1,3578,2011-02-17,2011-02-24,2011-03-01
SO44009,16760,79,3578,1,3578,2011-02-17,2011-02-24,2011-03-01
SO44010,2681,80,3578,1,3578,2011-02-17,2011-02-24,2011-03-01
SO44011,2515,80,3578,1,3578,2011-02-17,2011-02-24,2011-03-01
SO44012,53,31,3375,1,3375,2011-02-17,2011-02-24,2011-03-01
SO44013,5929,77,3578,1,3578,2011-02-17,2011-02-24,2011-03-01
SO44014,16918,78,3578,1,3578,2011-02-18,2011-02-25,2011-03-02
SO44015,2694,76,3578,1,3578,2011-02-18,2011-02-25,2011-03-02
SO44016,248,32,3375,1,3375,2011-02-18,2011-02-25,2011-03-02
SO44017,17079,80,3578,1,3578,2011-02-18,2011-02-25,2011-03-02
SO44018,14877,32,3375,1,3375,2011-02-18,2011-02-25,2011-03-02
SO44019,5702,80,3578,1,3578,2011-02-18,2011-02-25,2011-03-02
SO44020,5932,76,3578,1,3578,2011-02-18,2011-02-25,2011-03-02
SO44021,33,30,3375,1,3375,2011-02-18,2011-02-25,2011-03-02
SO44022,11009,78,3578,1,3578,2011-02-19,2011-02-26,2011-03-03
SO44023,8831,31,3375,1,3375,2011-02-19,2011-02-26,2011-03-03
SO44024,5664,79,3578,1,3578,2011-02-19,2011-02-26,2011-03-03
SO44025,5709,79,3578,1,3578,2011-02-19,2011-02-26,2011-03-03
SO44026,6046,80,3578,1,3578,2011-02-19,2011-02-26,2011-03-03
SO44027,10922,80,3578,1,3578,2011-02-20,2011-02-27,2011-03-04
SO44028,6049,77,3578,1,3578,2011-02-20,2011-02-27,2011-03-04
SO44029,51,32,3375,1,3375,2011-02-20,2011-02-27,2011-03-04
SO44030,1132,76,3578,1,3578,2011-02-21,2011-02-28,2011-03-05
SO44031,2690,78,3578,1,3578,2011-02-21,2011-02-28,2011-03-05
SO44032,244,34,3400,1,3400,2011-02-21,2011-02-28,2011-03-05
SO44033,5694,79,3578,1,3578,2011-02-21,2011-02-28,2011-03-05
SO44034,5703,78,3578,1,3578,2011-02-21,2011-02-28,2011-03-05
SO44035,5708,77,3578,1,3578,2011-02-21,2011-02-28,2011-03-05
SO44036,6047,80,3578,1,3578,2011-02-21,2011-02-28,2011-03-05
SO44037,14273,49,699,1,699,2011-02-21,2011-02-28,2011-03-05
SO44038,14869,34,3400,1,3400,2011-02-21,2011-02-28,2011-03-05
SO44039,6972,44,699,1,699,2011-02-22,2011-03-01,2011-03-06
SO44040,58,33,3375,1,3375,2011-02-22,2011-03-01,2011-03-06
SO44041,5743,78,3578,1,3578,2011-02-22,2011-03-01,2011-03-06
SO44042,2679,78,3578,1,3578,2011-02-23,2011-03-02,2011-03-07
SO44043,2680,76,3578,1,3578,2011-02-23,2011-03-02,2011-03-07
SO44044,2691,79,3578,1,3578,2011-02-23,2011-03-02,2011-03-07
SO44045,17395,34,3400,1,3400,2011-02-23,2011-03-02,2011-03-07
SO44046,17065,78,3578,1,3578,2011-02-23,2011-03-02,2011-03-07
SO44047,14879,34,3400,1,3400,2011-02-23,2011-03-02,2011-03-07
SO44048,5714,79,3578,1,3578,2011-02-23,2011-03-02,2011-03-07
SO44049,2539,79,3578,1,3578,2011-02-24,2011-03-03,2011-03-08
SO44050,6051,80,3578,1,3578,2011-02-24,2011-03-03,2011-03-08
SO44051,2692,80,3578,1,3578,2011-02-25,2011-03-04,2011-03-09
SO44052,5638,79,3578,1,3578,2011-02-25,2011-03-04,2011-03-09
SO44053,8330,42,699,1,699,2011-02-26,2011-03-05,2011-03-10
SO44054,2543,79,3578,1,3578,2011-02-26,2011-03-05,2011-03-10
SO44055,2544,80,3578,1,3578,2011-02-26,2011-03-05,2011-03-10
SO44056,2560,79,3578,1,3578,2011-02-26,2011-03-05,2011-03-10
SO44057,3578,42,699,1,699,2011-02-26,2011-03-05,2011-03-10
SO44058,57,32,3375,1,3375,2011-02-26,2011-03-05,2011-03-10
SO44059,5689,78,3578,1,3578,2011-02-26,2011-03-05,2011-03-10
SO44060,14274,44,699,1,699,2011-02-26,2011-03-05,2011-03-10
SO44061,16920,80,3578,1,3578,2011-02-27,2011-03-06,2011-03-11
SO44062,17042,80,3578,1,3578,2011-02-27,2011-03-06,2011-03-11
SO44063,241,34,3400,1,3400,2011-02-27,2011-03-06,2011-03-11
SO44064,11051,80,3578,1,3578,2011-02-27,2011-03-06,2011-03-11
SO44065,17063,80,3578,1,3578,2011-02-27,2011-03-06,2011-03-11
SO44066,14868,34,3400,1,3400,2011-02-27,2011-03-06,2011-03-11
SO44067,6050,80,3578,1,3578,2011-02-27,2011-03-06,2011-03-11
SO44068,2542,78,3578,1,3578,2011-02-28,2011-03-07,2011-03-12
SO44069,17396,31,3375,1,3375,2011-02-28,2011-03-07,2011-03-12
SO44070,8830,31,3375,1,3375,2011-02-28,2011-03-07,2011-03-12
SO44071,5692,78,3578,1,3578,2011-02-28,2011-03-07,2011-03-12
SO44072,5657,76,3578,1,3578,2011-02-28,2011-03-07,2011-03-12
SO44073,45,33,3375,1,3375,2011-02-28,2011-03-07,2011-03-12
SO44134,2822,80,3578,1,3578,2011-03-01,2011-03-08,2011-03-13
SO44135,17157,80,3578,1,3578,2011-03-01,2011-03-08,2011-03-13
SO44136,11115,76,3578,1,3578,2011-03-01,2011-03-08,2011-03-13
SO44137,6329,79,3578,1,3578,2011-03-01,2011-03-08,2011-03-13
SO44138,2766,80,3578,1,3578,2011-03-02,2011-03-09,2011-03-14
SO44139,2793,76,3578,1,3578,2011-03-02,2011-03-09,2011-03-14
SO44140,1222,76,3578,1,3578,2011-03-02,2011-03-09,2011-03-14
SO44141,2573,78,3578,1,3578,2011-03-02,2011-03-09,2011-03-14
SO44142,11059,78,3578,1,3578,2011-03-02,2011-03-09,2011-03-14
SO44143,17146,78,3578,1,3578,2011-03-02,2011-03-09,2011-03-14
SO44144,6072,77,3578,1,3578,2011-03-02,2011-03-09,2011-03-14
SO44145,6310,80,3578,1,3578,2011-03-02,2011-03-09,2011-03-14
SO44146,6311,78,3578,1,3578,2011-03-02,2011-03-09,2011-03-14
SO44147,6321,80,3578,1,3578,2011-03-02,2011-03-09,2011-03-14
SO44148,17173,80,3578,1,3578,2011-03-03,2011-03-10,2011-03-15
SO44149,6243,77,3578,1,3578,2011-03-03,2011-03-10,2011-03-15
SO44150,6316,77,3578,1,3578,2011-03-03,2011-03-10,2011-03-15
SO44151,14559,49,699,1,699,2011-03-03,2011-03-10,2011-03-15
SO44152,335,36,3400,1,3400,2011-03-04,2011-03-11,2011-03-16
SO44153,17169,77,3578,1,3578,2011-03-04,2011-03-11,2011-03-16
SO44154,17182,76,3578,1,3578,2011-03-04,2011-03-11,2011-03-16
SO44155,17132,78,3578,1,3578,2011-03-04,2011-03-11,2011-03-16
SO44156,14888,36,3400,1,3400,2011-03-04,2011-03-11,2011-03-16
SO44157,6056,79,3578,1,3578,2011-03-04,2011-03-11,2011-03-16
SO44158,2568,76,3578,1,3578,2011-03-05,2011-03-12,2011-03-17
SO44159,17183,76,3578,1,3578,2011-03-05,2011-03-12,2011-03-17
SO44160,17187,77,3578,1,3578,2011-03-05,2011-03-12,2011-03-17
SO44161,2773,79,3578,1,3578,2011-03-06,2011-03-13,2011-03-18
SO44162,17186,76,3578,1,3578,2011-03-06,2011-03-13,2011-03-18
SO44163,17194,79,3578,1,3578,2011-03-06,2011-03-13,2011-03-18
SO44164,17089,80,3578,1,3578,2011-03-06,2011-03-13,2011-03-18
SO44165,6066,78,3578,1,3578,2011-03-06,2011-03-13,2011-03-18
SO44166,3582,42,699,1,699,2011-03-06,2011-03-13,2011-03-18
SO44167,6309,79,3578,1,3578,2011-03-06,2011-03-13,2011-03-18
SO44168,1212,78,3578,1,3578,2011-03-07,2011-03-14,2011-03-19
SO44169,17180,76,3578,1,3578,2011-03-07,2011-03-14,2011-03-19
SO44170,17184,79,3578,1,3578,2011-03-07,2011-03-14,2011-03-19
SO44171,17113,78,3578,1,3578,2011-03-07,2011-03-14,2011-03-19
SO44172,3585,42,699,1,699,2011-03-07,2011-03-14,2011-03-19
SO44173,2785,77,3578,1,3578,2011-03-08,2011-03-15,2011-03-20
SO44174,6230,76,3578,1,3578,2011-03-08,2011-03-15,2011-03-20
SO44175,6247,78,3578,1,3578,2011-03-08,2011-03-15,2011-03-20
SO44176,1221,79,3578,1,3578,2011-03-09,2011-03-16,2011-03-21
SO44177,338,32,3375,1,3375,2011-03-09,2011-03-16,2011-03-21
SO44178,17098,77,3578,1,3578,2011-03-09,2011-03-16,2011-03-21
SO44179,14889,32,3375,1,3375,2011-03-09,2011-03-16,2011-03-21
SO44180,59,37,3400,1,3400,2011-03-09,2011-03-16,2011-03-21
SO44181,6295,77,3578,1,3578,2011-03-09,2011-03-16,2011-03-21
SO44182,6300,80,3578,1,3578,2011-03-09,2011-03-16,2011-03-21
SO44183,17159,80,3578,1,3578,2011-03-10,2011-03-17,2011-03-22
SO44184,6248,79,3578,1,3578,2011-03-10,2011-03-17,2011-03-22
SO44185,6281,80,3578,1,3578,2011-03-10,2011-03-17,2011-03-22
SO44186,14890,37,3400,1,3400,2011-03-12,2011-03-19,2011-03-24
SO44187,6070,78,3578,1,3578,2011-03-12,2011-03-19,2011-03-24
SO44188,9053,46,699,1,699,2011-03-13,2011-03-20,2011-03-25
SO44189,9055,52,699,1,699,2011-03-13,2011-03-20,2011-03-25
SO44190,62,30,3375,1,3375,2011-03-13,2011-03-20,2011-03-25
SO44191,6249,80,3578,1,3578,2011-03-13,2011-03-20,2011-03-25
SO44192,2571,77,3578,1,3578,2011-03-14,2011-03-21,2011-03-26
SO44193,17165,77,3578,1,3578,2011-03-14,2011-03-21,2011-03-26
